pair_id	stratum	expected_label	a_source	a_title	a_author	a_date	b_source	b_title	b_author	b_date	label	notes
375	positive_same_source	same_manifestation	bsb	Diss. inaug. med. de paradoxis medicis praecipuis	Stahl, Georg Ernst	1710	bsb	Diss. inaug. med. de paradoxis medicis praecipuis	Stahl, Georg Ernst	1710		
376	positive_cross_source	same_manifestation_or_work	erara	Beschreibung und Gebrauch einer neuen und allgemeinen eccliptischen Tafel worauf	Lambert, Johann Heinrich	1765	bsb	Beschreibung und Gebrauch einer neuen und allgemeinen Eccliptischen Tafel, worau	Lambert, Johann Heinrich	1765		
377	positive_same_source	same_manifestation	bsb	Diss. inaug. ... de febribus malignis in regione Roemhildensi a mense Decembri	Hilscher, Simon Paul	1741	bsb	Diss. inaug. ... de febribus malignis in regione Roemhildensi a mense Decembri	Hilscher, Simon Paul	1741		
378	hard_multivolume	same_work_different_volume	bsb	Die illustren Französinnen, warhaffte Geschichten : Worinnen man in sehr beson	Challes, Robert	(1728)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
379	negative_same_block	likely_different	erara	Gallia belgica rhenana : Pläne in quarto und Prospekte : Sammelband der Ryhiner-	[s.n.]	1646	erara	Germania rhenana orientalis - Prospekte der Städte und Orte : Sammelband der Ryh	[s.n.]	1646		
380	positive_related_edition	same_work_different_edition	bsb	Himlische Offenbarungen, warhaffte Propheceyen und ander gaistliche Tractätlein 	Walasser, Adam	1573	bsb	Die geistlich Layenschul	Walasser, Adam	1577		
381	negative_same_block	likely_different	erara	Johann Bernoulli's, der königl. Akademie der Wissenschaften zu Berlin, und ander	[s.n.]	1779	erara	Description de l'Arabie, d'après les observations et recherches faites dans le p	[s.n.]	1779		
382	negative_same_block	likely_different	bsb	M. Justini Bertuchii, Taennstadiens. P.L.C. und weyland Rectoris an der Schul-Pf	Bertuch, Justin	1734.	gallica	The noble game of chess : Containing rules and instructions, for the use of thos	Bertin, Joseph (16..?-17.. ; capitaine). Auteur du texte	1735		
383	positive_cross_source	same_manifestation_or_work	erara	Gradus et mensuram probabilitatis dari defendit praelectionesque suas : indicat 	Kästner, Abraham Gotthelf	1748	bsb	Gradus Et Mensuram Probabilitatis Dari Defendit Praelectionesque Suas Indicat Ab	Kästner, Abraham Gotthelf	1749		
384	negative_same_author	different_work	bsb	Georgii Ernesti Stahl, Med. D. ... Propempticon Inaugurale De Consulta Utilitate	Stahl, Georg Ernst	[MDCCIV]	bsb	Dissertatio Inauguralis Medica De Multorum Atque Magnorum Morborum Remedio	Stahl, Georg Ernst	[1714]		
385	negative_same_block	likely_different	erara	Sammlung von Rechnungsaufgaben für Elementarschulen : zunächst für diejenigen de	[s.n.]	1846	erara	Zwingli, Schüler zu Bern, weist die Anträge der Dominikanermönche zurück	[s.n.]	1842		
386	positive_borderline	unknown	bsb	Resolutiones R. P. Ioannis Crusii Societatis Jesu Ex Tractatus II. Quaestionis V	Crusius, Johannes	1653	bsb	Resolutiones R. P. Ioannis Crusii Societatis Jesu Ex Tractatus II. Quaestionis V	Crusius, Johannes	1653		
387	positive_same_source	same_manifestation	bsb	Eusebii Amort Canonici Regularis Lateranensis ad SS. Salvatorem in Polling S.S. 	Amort, Eusebius	1747	bsb	Eusebii Amort Canonici Regularis Lateranensis ad SS. Salvatorem in Polling S.S. 	Amort, Eusebius	1747		
388	positive_same_source	same_manifestation	bsb	Nicaenvm Concilivm Primvm Generale : In Qvatvor libros distinctum	Pisano, Alfonso	1581	bsb	Nicaenvm Concilivm Primvm Generale : In Qvatvor libros distinctum	Pisano, Alfonso	1581		
389	positive_same_source	same_manifestation	bsb	... Liber Moysi, Qvi Inscribitvr Genesis : Ad Ebraicam Veritatem Recognitvs, Et 	Strigel, Victorinus	(1566)	bsb	... Liber Moysi, Qvi Inscribitvr Genesis : Ad Ebraicam Veritatem Recognitvs, Et 	Strigel, Victorinus	(1566)		
390	positive_cross_source	same_manifestation_or_work	erara	Pantopōlion : continens omnium fermè quadrupedum, avium, piscium, serpentum, rad	Pictorius, Georg	1563	bsb	Pantopōlion, Continens Omnivm fermè quadrupedum, auium, piscium, serpentum, radi	Pictorius, Georg	1563		
391	positive_cross_source	same_manifestation_or_work	erara	Mithridates : de differentiis linguarum tum veterum tum quae hodie apud diversas	Gessner, Conrad	1555	bsb	Mithridates : De Differentiis Lingvarvm tvm vetervm tum quae hodie apud diuersas	Gessner, Conrad	1555		
392	negative_same_block	likely_different	erara	Vorstellung eines Bilds Christi ... in der vormahligen Sacristeÿ der Kirchen zu 	[s.n.]	1776	erara	Johann Bernoulli's, der königl. Akademie der Wissenschaften zu Berlin, und ander	[s.n.]	1779		
393	negative_same_block	likely_different	erara	Daniel Colladon de Genève	[s.n.]	1889	erara	A m. kir. földtani intézet földtani felvételei : = Geologische Aufnahmen der kgl	[s.n.]	1881		
394	negative_same_author	different_work	erara	Helvetia universa : Holzstiche, ohne innere Abteilungen, nach den Gauen abgeteil	Tschudi, Aegidius	1600	erara	Grundtliche und warhaffte beschreibung der uralten Alpischen Rhetie : sampt dem 	Tschudi, Aegidius	1560		
395	negative_same_author	different_work	gallica	Ordonnance et declaration du Roy sur le changement des figures &amp; exposition 	Henri III (1551-1589 ; roi de France). Auteur du texte	1581	gallica	Édict du Roy contenant l'erection en tiltre d'office formé d'un sergent, pour fa	Henri III (1551-1589 ; roi de France). Auteur du texte	1582		
396	negative_same_author	different_work	bsb	Amplior consideratio decreti synodalis Tridentini	Bibliander, Theodor	1551	bsb	Propheta Nahvm Ivxta Veritatem Hebraicam	Bibliander, Theodor	1534		
397	negative_same_block	likely_different	erara	Organisation des Finanzwesens : Verordnung vom 25. Herbstmonat 1846	[s.n.]	1846	erara	[Zürich von Norden, mit Limmat]	[s.n.]	1842		
398	hard_multivolume	same_work_different_volume	bsb	Abrégé De L'Histoire Ecclésiastique : Contenant Les événemens considérables de c	Racine, Bonaventure	(1752)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
399	positive_same_source	same_manifestation	bsb	Ein einfeltige weise zu Beten : fur einen guten freund	Luther, Martin	1535	bsb	Ein einfeltige weise zu Beten : fur einen guten freund	Luther, Martin	1535		
400	positive_cross_source	same_manifestation_or_work	erara	Der  Endtchrist : kurtze, klare und einfaltige Bewysung in fünff Predigen begrif	Gwalther, Rudolf	1546	gallica	Der Endtchrist. Kurtze, klare und einfaltige bewysung, in fünff Predigen begriff	Gwalther, Rudolf (1519-1586). Auteur du texte	1546		
401	hard_multivolume	same_work_different_volume	bsb	Seraphisch Buß- und Lob-anstimmendes Wald-Lerchlein, Das ist: Hundert Sonn- und 	Harderer, Klemens	(1734)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
402	positive_same_source	same_manifestation	bsb	Resolutio Brevis Cum Paraphrasi Verborum Evangelii D. Johannis Apostoli : In Uni	Schmidt, Sebastian	1685	bsb	Resolutio Brevis Cum Paraphrasi Verborum Evangelii D. Johannis Apostoli : In Uni	Schmidt, Sebastian	1685		
403	negative_same_author	different_work	bsb	Johann Jacob Mosers Entwurff Eines Staats-Rechts Derer geistlichen Chur-Fürsten 	Moser, Johann Jacob	1738	bsb	Specimen Wurtembergiae diplomaticae, Oder Sammlung vieler sowohl eintzeln gedruc	Moser, Johann Jacob	1736		
404	negative_same_block	likely_different	erara	Rangliste der königlichen sächsischen Armee : vom Jahre 1876	[s.n.]	1876	erara	Panorama des Monte Generoso : der Rigi der italienischen Schweiz, 1700 Meter ü. 	[s.n.]	1873		
405	positive_same_source	same_manifestation	bsb	De Dvplici Statv, Officio, Et Cognitione Christi, Videlicet, secundum carnem, et	Schwenckfeld, Caspar	1546	bsb	De Dvplici Statv, Officio, Et Cognitione Christi, Videlicet, secundum carnem, et	Schwenckfeld, Caspar	1546		
406	negative_same_block	likely_different	erara	Wappen Schilt in der Kirchen zu Rütj also gefunden	[s.n.]	1776	erara	Salomon Gessners Schriften / Ir Band.	[s.n.]	1777		
407	positive_same_source	same_manifestation	bsb	Bibliothecae Philosophicae Strvvianae Emendatae Continvatae Atqve Vltra Dimidiam	Struve, Burkhard Gotthelf	1740	bsb	Bibliothecae Philosophicae Strvvianae Emendatae Continvatae Atqve Vltra Dimidiam	Struve, Burkhard Gotthelf	1740		
408	positive_related_edition	same_work_different_edition	bsb	Ordinis iuridici prodecanus Georgius Christianus Gebauer D. ad solennia inaugura	Gebauer, Georg Christian	1754	bsb	Prodecanus ordinis iuridici Georgius Christianus Gebauer D. honores viris praeno	Gebauer, Georg Christian	[1755]		
409	negative_same_block	likely_different	erara	Aristides / von Dindorf, Wilhelm / Voll. II.	[s.n.]	1829	erara	Baslerische Mittheilungen / 1830	[s.n.]	1826		
410	positive_same_source	same_manifestation	bsb	De Sardanapali Epitaphio	Crause, Johann	1666	bsb	De Sardanapali Epitaphio	Crause, Johann	1666		
411	negative_same_author	different_work	bsb	Friedens-Schluß, So von der Römischen Käyserlichen, Vnd Aller-Christl. Königl. M	Heiliges Römisches Reich	1648	bsb	Carolus VI. von Gottes Genaden Erwöhlter Römis. Kayser, zu allen Zeiten Mehrer d	Heiliges Römisches Reich	[1713]		
412	negative_same_author	different_work	gallica	Arrêt du conseil d'Etat contre le mis de Montalembert, par lequel le roi, sans a	France. Conseil d'État (13..-1791). Auteur du texte	1785	gallica	Arrêt du conseil d'état qui fait défenses aux fermiers des coches d'eau d'Auxerr	France. Conseil d'État (13..-1791). Auteur du texte	1751		
413	positive_same_source	same_manifestation	bsb	Mnemoneuticon septem Hippocratis aphorismorum sectionum	Hedeneccius, Erhardus	1585	bsb	Mnemoneuticon septem Hippocratis aphorismorum sectionum	Hedeneccius, Erhardus	1585		
414	negative_same_block	likely_different	bsb	Sammlung von Lobschriften auf Moritz von Sachsen, Herzog von Semigallien und Cur	Molter, Friedrich	1777	bsb	Pindarischer Gesang und Nachahmung auf den hohen Hervorgang der Durchlauchtigste	Molter, Friedrich	1776		
415	positive_same_source	same_manifestation	bsb	Der Nach Engelland reisende Curieuse Passagier, Oder Kurtze Beschreibung Der S	Küchelbecker, Johann Basilius	1736	bsb	Der Nach Engelland reisende Curieuse Passagier, Oder Kurtze Beschreibung Der S	Küchelbecker, Johann Basilius	1736		
416	positive_same_source	same_manifestation	bsb	Frag, Ob der katholischen Kirche das Prädicat Heilig nicht mit allem Recht gebüh	Merz, Aloys	[1778]	bsb	Frag, Ob der katholischen Kirche das Prädicat Heilig nicht mit allem Recht gebüh	Merz, Aloys	[1778]		
417	negative_same_author	different_work	erara	Erste Gründe der Berg und Salzwerkskunde / 11/1 Das  teutsche Bergstaatsrecht	Cancrin, Franz Ludwig von	1790	bsb	Franz Ludwig von Cancrin Ihro Russisch-Kaiserlichen Majestät Collegienrathes und	Cancrin, Franz Ludwig von	1792		
418	negative_same_author	different_work	erara	J.C. Lavater	Hasler, Johann Friedrich	1830	erara	Joh. Joseph Jacobus Müller	Hasler, Johann Friedrich	1845		
419	positive_cross_source	same_manifestation_or_work	erara	Demonstratio Veræ Religionis Veræque Ecclesiæ Contra Quasvis Falsas	Gerbert, Martin	1760	bsb	Demonstratio Verae Religionis Veraeque Ecclesiae Contra Quasvis Falsas	Gerbert, Martin	1760		
420	positive_cross_source	same_manifestation_or_work	erara	Dissertatio philologico-theologica de origine sacrificiorum	Werenfels, Samuel	1700	bsb	Dissertatio Philologico-Theologicae De Sacrificiis	Strimesius, Samuel	[1704]		
421	positive_same_source	same_manifestation	bsb	Theodori Gazae Thessalonicensis Liber de Mensibus Atticis	Gaza, Theodoros	1536	bsb	Theodori Gazae Thessalonicensis Liber de Mensibus Atticis	Gaza, Theodoros	1536		
422	positive_same_source	same_manifestation	bsb	Predigten über verschiedene Gegenstände	Batz, Johann Friedrich	1797	bsb	Predigten über verschiedene Gegenstände	Batz, Johann Friedrich	1797		
423	negative_same_block	likely_different	bsb	De ordine draconis instituto a Sigismundo Imp. prolusio : memoriae Henricianae, 	Böhme, Johann Gottlob	1764	bsb	De nationis Germanicae in curia Romana protectione dissertatio	Böhme, Johann Gottlob	1763		
424	negative_same_block	likely_different	erara	Materialien zur Anfertigung geologischer Karten der kaiserlichen Bergwerks-Distr	[s.n.]	1870	erara	Geschichte der thurgauischen Klöster	[s.n.]	1876		
425	negative_same_author	different_work	bsb	R.P. Jacobi Tirini Antverpiani E Societate Jesu In S. Scripturam Commentarius : 	Tirinus, Jacobus	MDCCIII.	bsb	Biblia Sacra, oder die heilige Schrift des alten und neuen Testamentes : nach de	Tirinus, Jacobus	1790		
426	negative_same_block	likely_different	erara	Carte der europaeischen Türkey nebst einem Theile von Kleinasien in XXI. Blaette	[s.n.]	1829	erara	Carte der europaeischen Türkey nebst einem Theile von Kleinasien in XXI. Blaette	[s.n.]	1829		
427	positive_cross_source	same_manifestation_or_work	erara	De maiorum divi Maximiliani II. Roman. imp. vita defunctorum, monumentis, sepulc	Mennel, Jakob	1593	bsb	De Maiorvm Divi Maximiliani II. Roman. Imp. vita defunctorum monume[n]tum, sepul	Mennel, Jakob	1593		
428	hard_multivolume	same_work_different_volume	bsb	Siegm. Jac. Baumgartens Auszug der Kirchengeschichte, von der Geburt Jesu an / 3	Baumgarten, Siegmund Jakob	(1746)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
429	positive_same_source	same_manifestation	bsb	Conradi a Liechtenaw ... chronicon : quo omnes fere veteres, potissimum vero rer	Burchard	1609	bsb	Conradi a Liechtenaw ... chronicon : quo omnes fere veteres, potissimum vero rer	Burchard	1609		
430	positive_related_edition	same_work_different_edition	bsb	Etlich Schlußrede vom gnade[n]bundt Christi, das ist, vom tauff vnd vom kinder g	Huberinus, Caspar	1529	bsb	Das Streit Büchlin	Huberinus, Caspar	[ca. 1545]		
431	positive_cross_source	same_manifestation_or_work	erara	Polyainou Stratēgēmatōn bibloi oktō : = Polyaeni Stratagematum libri octo	Polyaenus	1589	gallica	Polyainou Stratē̄gē̄matōn bibloi oktō. Polyaeni Stratagematum libri octo. Is. 	Polyen. Auteur du texte	1589		
432	negative_same_author	different_work	bsb	Johannis Musaei, ... Dissertatio De Qvaestione Controversa, An Conjugium, primae	Musaeus, Johannes	1696	bsb	Disp. inaug. de iudice controversiarum fidei	Musaeus, Johannes	1668		
433	positive_same_source	same_manifestation	bsb	Summa philosophie naturalis	Albertus	1513	bsb	Summa philosophie naturalis	Albertus	1514		
434	negative_same_author	different_work	gallica	Du Combat chrestien ou des afflictions... par Pierre Du Moulin,...	Du Moulin, Pierre (1568-1658). Auteur du texte	1622	gallica	Lettre de Monsieur du Moulin à Monsieur de Balzac	Du Moulin, Pierre (1568-1658). Auteur du texte	1633		
435	positive_related_edition	same_work_different_edition	bsb	Propempt. inaug. de fortuna medici	Wedel, Georg Wolfgang	1686	bsb	Viro-iuveni nobilissimo et clarissimo domino Joh. Georgio Nicol. Dieterichs Rati	Wedel, Georg Wolfgang	1704		
436	negative_same_author	different_work	erara	[Ulrich Schellenberg von Winterthur] : &lt;&lt;[Der&gt;&gt; vierjährige Johann U	Schellenberg, Johann Rudolf	1778	erara	Carpoforo Mazzetti Tencalla	Schellenberg, Johann Rudolf	1774		
437	negative_same_block	likely_different	erara	Ordnung/ Der Mägdlin-Schůl zu Barfussern in Basel: Welche auß Befehl der Herren 	[s.n.]	1659	erara	Saxonia superior : Prospekte der Städte und Orte : Sammelband der Ryhiner-Karten	[s.n.]	1650		
438	negative_same_author	different_work	bsb	L. Coelii Lactantii Firmiani Diuinarum institutionum Libri VII ... : Praeterea .	Lactantius, Lucius Caecilius Firmianus	1532	bsb	Poetae Latini Minores / Tomvs Tertivs : In Qvo Satyrici Minores, Elegiae Et Lyri	Lactantius, Lucius Caecilius Firmianus	MDCLXXXII.		
439	negative_same_block	likely_different	gallica	Arrêt du conseil d'Etat qui maintient le mis de Guerchy dans la propriété et jou	France. Conseil d'État (13..-1791). Auteur du texte	1784	gallica	Ordonnance du Bureau des Finances de la généralité de Paris qui condamne le nomm	France. Bureau des finances (Paris). Auteur du texte	1784		
440	positive_cross_source	same_manifestation_or_work	erara	Veremund Gufls ... Vertheidigung der klösterlichen Rechte in zeitlichen Dingen :	Gufl, Veremund	1768	bsb	Veremund Gufls Vertheidigung der klösterlichen Rechte in zeitlichen Dingen : in 	Gufl, Veremund	1768		
441	negative_same_block	likely_different	bsb	Diss. inaug. de iure torculorum	Struve, Georg Gottlob	1688	bsb	Disp. iur. de indiciis	Struve, Georg Adam	1687		
442	positive_borderline	unknown	erara	Des. Erasmi Rot. Ecclesiastae sive de ratione concionandi libri quatuor : postre	Erasmus, Desiderius	1539	bsb	Des. Erasmi Rot. Ecclesiastae Sive De Ratione Concionandi : libri quatuor	Erasmus, Desiderius	1536		
443	positive_same_source	same_manifestation	bsb	Facvltatis Medicae In Academia Lipsiensi H. T. Pro-Cancellarivs D. Michael Ernst	Ettmüller, Michael Ernst	[1723]	bsb	Facvltatis Medicae In Academia Lipsiensi H. T. Procancellarivs D. Michael Ernest	Ettmüller, Michael Ernst	[1723]		
444	negative_same_block	likely_different	erara	[Bahnlinie Koblenz - Winterthur] : [Projekt] Dettenberg	[s.n.]	1850	erara	Die landwirthschaftliche Betriebslehre als Leitfaden für Vorlesungen und zum Sel	[s.n.]	1853		
445	negative_same_author	different_work	bsb	Sammlung des Heil. Römischen Reichs sämtlicher Crays-Abschiede und anderer Schlü	Moser, Friedrich Carl von	1748.	bsb	Die Ministerschule oder Schreiben eines alten Edelmannes an einen jungen Minis	Moser, Friedrich Carl von	1762		
446	negative_same_author	different_work	bsb	Zustand der Wissenschaften und Künste in Schwaben / Zweites Stück	Haug, Balthasar	1781	bsb	Die Alterthümmer der Christen : zur Aufklärung der Schiksale und vornehmsten G	Haug, Balthasar	1785		
447	positive_borderline	unknown	erara	[Bettagsmandat]	Zürich	1660	erara	[Bettagsmandat]	Zürich	1669		
448	positive_same_source	same_manifestation	bsb	Euangelische Inqvisition Wahrer vnd falscher Religion : Wider Das gemain vnchris	Eder, Georg	1580	bsb	Euangelische Inqvisition Wahrer vnd falscher Religion : Wider Das gemain vnchris	Eder, Georg	1580		
449	negative_same_block	likely_different	gallica	The noble game of chess : Containing rules and instructions, for the use of thos	Bertin, Joseph (16..?-17.. ; capitaine). Auteur du texte	1735	bsb	M. Justini Bertuchii, Taennstadiens. P.L.C. und weyland Rectoris an der Schul-Pf	Bertuch, Justin	1734.		
450	positive_cross_source	same_manifestation_or_work	erara	Histoire de la vie et du règne de Louis XIV, roi de France et de Navarre	La Mothe	1740	bsb	Histoire de la vie et du regne de Louis le Grand, Roi de France et de Navare : e	La Mothe	(1740)		
451	negative_same_block	likely_different	bsb	De Ordine Svccedendi Ex Ivre Primogenitvrae Inter Coinvestitos In Fevdis Imperii	Böhmer, Georg Ludwig	1765	bsb	De ordine draconis instituto a Sigismundo Imp. prolusio : memoriae Henricianae, 	Böhme, Johann Gottlob	1764		
452	positive_cross_source	same_manifestation_or_work	gallica	Irene Siren, sive Exercitatio ad Colloquium Cassellanum, ostendens periculosam p	Faust, Isaac. Auteur du texte	1663	bsb	Irene Siren : Sive Exercitatio Ad Colloquium Cassellanum, Ostendens Periculosam 	Faust, Jsaac	1663		
453	negative_same_author	different_work	bsb	Philosophia Peripatetica : Antiquorum Principiis, Et Recentiorum Experimentis Co	Mayr, Anton	1739	bsb	Nunc Salvere, Tunc Salvari : O Mors, quousque grallatoria pedes surrigis? ... P.	Mayr, Anton	[1679]		
454	positive_same_source	same_manifestation	bsb	Positiones Inaugurales De Usuris Et Fructibus	Drach, Nicolaus Martin	1646	bsb	Positiones Inaugurales De Usuris Et Fructibus	Drach, Nicolaus Martin	1646		
455	positive_same_source	same_manifestation	bsb	Antimelancholicus : oder Melancholey-Vertreiber	Pfeiffer, August	1684	bsb	Antimelancholicus : oder Melancholey-Vertreiber	Pfeiffer, August	1686		
456	negative_same_author	different_work	bsb	Anmerkungen über den Codicem Maximilianeum Bavaricum Civilem : Worinn derselbe s	Kreittmayr, Wiguläus Xaver Aloys von	M.DCC.LXI	bsb	Supplementa Ad Codicem Bavaricum, Civilem, Judiciarium, Criminalem, Et Annotatio	Kreittmayr, Wiguläus Xaver Aloys von	[ca. 1768]		
457	hard_multivolume	same_work_different_volume	bsb	Samlung von merkwürdigen Lebensbeschreibungen / 4	Baumgarten, Siegmund Jakob	(1757)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
458	negative_same_author	different_work	bsb	Diss. iur. de fratre unilaterali defuncti materteram in terris iuris saxonici 	Kraus, Johann Gottfried	1735	bsb	Dissertatio Inavgvralis Jvridica De Renvnciatione Jvris Ex Simvltanea Investitvr	Kraus, Johann Gottfried	[1730]		
459	hard_multivolume	same_work_different_volume	bsb	Decisionum Novissimarum Diversorum Sacri Palatii Apostolici Auditorum Volumen ..	Katholische Kirche, Rota Romana	(1601)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
460	positive_related_edition	same_work_different_edition	gallica	De mundicia et castitate sacerdotum ([Reprod.]) / [saint Bonaventure]	Bonaventure (1221?-1274 ; saint). Auteur du texte	1495-1500	gallica	Psalterium intemerate Dei genitricis Virginis Marie	Bonaventure (1221?-1274 ; saint). Auteur du texte	1500-1501		
461	negative_same_author	different_work	erara	Les  thermes des Romains	Palladio, Andrea	1785	erara	Le  fabbriche e i disegni di Andrea Palladio : opera divisa in quattro tomi con 	Palladio, Andrea	1786		
462	negative_same_block	likely_different	erara	Johann Ladislav Pyrker's sämmtliche Werke / Zweiter  Band.	[s.n.]	1855	erara	[Bahnlinie Koblenz - Winterthur] : [Projekt] Dettenberg	[s.n.]	1850		
463	positive_cross_source	same_manifestation_or_work	erara	Chronologische Darstellung der eidgenössischen Truppenüberlassungen an auswärtig	Müller von Friedberg, Karl Franz Alois Matthias	1793	bsb	Chronologische Darstellung der eidgenössischen Truppenüberlassungen an auswärtig	Müller von Friedberg, Karl Franz Alois Matthias	1793		
464	negative_same_block	likely_different	erara	Granatblüthen : Spanische Gedichte und Volkslieder	[s.n.]	1879	erara	Tabor	[s.n.]	1873		
465	negative_same_author	different_work	bsb	Stella	Goethe, Johann Wolfgang von	1776	bsb	J. W. Goethens Schriften / 3	Goethe, Johann Wolfgang von	1778		
466	hard_multivolume	same_work_different_volume	bsb	Predigten : nach seinem Tode herausgegeben / 1	Zollikofer, Georg Joachim	(1788)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
467	positive_cross_source	same_manifestation_or_work	erara	Hermann Fictulds Abhandlung von der Alchymie und derselben Gewissheit	Fictuld, Hermann	1754	bsb	Hermann Fictulds Abhandlung von der Alchymie, und derselben Gewißheit	Fictuld, Hermann	1754.		
468	positive_cross_source	same_manifestation_or_work	erara	Hieronymi Tragi De Stirpium : maxime earum, quae in Germania nostra nascuntur, u	Bock, Hieronymus	1552	gallica	Hieronymi Tragi de stirpium, maxime earum quae in Germania nostra nascuntur, usi	Bock, Hieronymus (1498-1554). Auteur du texte	1552		
469	positive_related_edition	same_work_different_edition	bsb	Patent die Wiederaufhebung geschlossener Vergleiche betreffend : vom 22ten Septe	Sachsen-Gotha	[1785]	bsb	Patent das Verhältniß zwischen dem alten Julianischen und dem neuen Reichskalend	Sachsen-Gotha	[1800]		
470	negative_same_block	likely_different	erara	Wir Schultheiß und Rath der Stadt und Republik Bern, entbieten allen unseren lie	[s.n.]	1771	erara	Vorstellung eines Bilds Christi ... in der vormahligen Sacristeÿ der Kirchen zu 	[s.n.]	1776		
471	negative_generic_title	different_work	bsb	Catechismus	Spangenberg, Cyriacus	1564	bsb	Catechismus	Sarcerius, Erasmus	1550		
472	negative_same_block	likely_different	erara	Traité pratique de l'entretien et de l'exploitation des chemins de fer / Tome pr	[s.n.]	1870	erara	Büchlein gegen die Langeweile oder eine Sammlung ausgewählter Erzählungen, Gedic	[s.n.]	1879		
473	positive_cross_source	same_manifestation_or_work	erara	Response à l'interrogatoire, qu'on dit avoir esté fait à un nommé Jehan de Poltr	Coligny, Gaspard de	1563	gallica	Response a l'interrogatoire qu'on dit avoir esté fait à un nommé Jean de Poltrot	Coligny, Gaspard de. Auteur du texte	1562		
474	negative_same_block	likely_different	erara	Sammlung neuer Muster zum Sticken in Plattstich und Tambourin	[s.n.]	1822	erara	ABC oder Namenbüchlein : Zum Gebrauche der Stadtschulen	[s.n.]	1821		
475	hard_multivolume	same_work_different_volume	bsb	Geschichte der Aerostatik : historisch, physisch und mathematisch ausgeführt / 2	Kramp, Christian	(1784)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
476	positive_same_source	same_manifestation	bsb	De particulis latinae orationis libellus	Torsellini, Orazio	1763	bsb	De Particulis Latinae Orationis	Torsellini, Orazio	1763		
477	positive_cross_source	same_manifestation_or_work	erara	Danielis Bernoulli ... Hydrodynamica, sive de viribus et motibus fluidorum comme	Bernoulli, Daniel	1738	gallica	Danielis Bernoulli,... Hydrodynamica, sive de Viribus et motibus fluidorum comme	Bernoulli, Daniel (1700-1783). Auteur du texte	1738		
478	positive_related_edition	same_work_different_edition	bsb	Von der Leitter Und dem Samen Jacob Jesu Christo	Draconites, Johannes	1548	bsb	Von dem Knecht Gottes David aller einigen König Hirtten und Ewigen Fürsten: Jesu	Draconites, Johannes	1550		
479	negative_same_author	different_work	bsb	Misere vivitur extra academias : cuius asserti veritas prolusione ... delineatur	Bytemeister, Heinrich Johann	1727	bsb	Dissertatio Historica De Augustae Domus Brunsvigio-Luneburgensis Meritis In Rem 	Bytemeister, Heinrich Johann	[1725]		
480	positive_same_source	same_manifestation	bsb	Novum Domini Nostri Jesu Christi Testamentum Syriace : Cum omnibus Vocalibus, &a	Gutbier, Aegidius	1664 [erschienen] 1667	bsb	Novum Domini Nostri Jesu Christi Testamentum Syriace : Cum punctis Vocalibus &am	Gutbier, Aegidius	1664 [erschienen] 1667		
481	positive_related_edition	same_work_different_edition	bsb	Defensio Philippi Melanchthonis Contra Iohannem Ekivm Theologiae Professorem	Melanchthon, Philipp	1519	bsb	Die haubt artickel vnd fürne[m]sten puncten der gantzen hayligen schrifft : Vo	Melanchthon, Philipp	1522		
482	positive_same_source	same_manifestation	bsb	Trihaeresivm, Sev De Celeberrimis Tribvs, Apvd Ivdaeos, Pharisaeorvm, Saddvcaeor	Serarius, Nikolaus	1604	bsb	Trihaeresivm, Sev De Celeberrimis Tribvs, Apvd Ivdaeos, Pharisaeorvm, Saddvcaeor	Serarius, Nikolaus	1604		
483	positive_same_source	same_manifestation	bsb	Francisci Zoannetti Iu. Vt. Doctoris ... Repetitio in .L. 2. C. de pact. inter e	Giovanetti, Francesco	1556	bsb	Francisci Zoannetti Iu. Vt. Doctoris ... Repetitio in .L. 2. C. de pact. inter e	Giovanetti, Francesco	1556		
484	positive_same_source	same_manifestation	bsb	Valerii Andreæ Desselii, in Academia Lovaniensi Professoris Regii Erotemata Juri	Andreas, Valerius	1684	bsb	Valerii Andreæ Desselii, in Academia Lovaniensi Professoris Regii Erotemata Juri	Andreas, Valerius	1684		
485	positive_same_source	same_manifestation	bsb	Über die Geschichte bischöflicher Dispensen oder Beleuchtung des 3ten pereirisch	Kübel, Matthaeus	1788	bsb	Über die Geschichte bischöflicher Dispensen oder Beleuchtung des 3ten pereirisch	Kübel, Matthaeus	1788		
486	negative_same_author	different_work	erara	Io. Christ. Fabricii ... systema entomologiae, sistens insectorum classes, ordin	Fabricius, Johann Christian	1775	bsb	Johann Christian Fabricius Lehrers der Oekonomie und Naturhistorie auf der Unive	Fabricius, Johann Christian	1779		
