jung_year,jung_author,jung_title,jung_erara_id,jung_url,match_status,match_score,bph_ubn,bph_author,bph_title,bph_year,bph_place,bph_printer,bph_publisher,bph_url
1630,"Nortonus, Samuel","Saturnus saturatus dissolutus, et coelo restitutus, seu modus componendi lapidem philosophicum tam album, quam rubeum e plumbo; ac etiam eadem methodo e Iove, sive Stanno ...",1684113,https://www.e-rara.ch/content/titleinfo/1684113,in_bph,9,12674,"Norton, Samuel",Saturnus saturatus,1630,Frankfurt,"Stoltzenberger, Johann Nikolaus","Fitzer, William",https://bph.sourcelibrary.org/catalog/12674
1631,"Liceti, Fortunio","Fortunii Liceti Genuensis ... De anima subiecto corpori nil tribuente, deque seminis vita, &amp; efficientia primaria in formatione faetus ...",1914200,https://www.e-rara.ch/content/titleinfo/1914200,jung_only,,,,,,,,,
1634,"Liceti, Fortunio",Fortunii Liceti Genuensis ... De rationalis animae varia propensione ad corpus libri duo. ...,1913978,https://www.e-rara.ch/content/titleinfo/1913978,jung_only,,,,,,,,,
1635,"Liceti, Fortunio",Fortunii Liceti Genuensis... De mundi &amp; hominis analogia,1913791,https://www.e-rara.ch/content/titleinfo/1913791,jung_only,,,,,,,,,
1636,"Liceti, Fortunio","Fortunii Liceti Genuensis ... Ulysses apud Circen, sive de quadruplici transformatione ...",1914129,https://www.e-rara.ch/content/titleinfo/1914129,jung_only,,,,,,,,,
1640,"Ambrosini, Bartolommeo",Ulyssis Aldrovandi ... serpentum et draconum historiae libri duo,1604297,https://www.e-rara.ch/content/titleinfo/1604297,jung_only,,,,,,,,,
1644,Dionysius,"Sancti Dionysii Areopagitae operum omnium quae extant, et commentariorum quibus illustrantur, tomus primus, in quo universus sancti textus, et Georgii Pachymerae paraphrasis Graece et Latine, cum adnotationibus Balt. Corderii... continentur, omnia studio ... eiusdem Balthasaris Corderii ... tomus II, in quo S. Maximi scholia, Pachymerae paraphrasis in epistolas, et authores varii qui aut vitam S. Dionysii descripserunt, aut dignitatem ipsius areopagiticam asseruerunt, continentur, opera ... Petri Lansselii et Balthasaris Corderii : accessit nunc primum Areopagitae defensio adversus haereticum calvinistam, per... D. Ioannem de Chaumont",2841544,https://www.e-rara.ch/content/titleinfo/2841544,jung_only,,,,,,,,,
1644,[s.n.],"Sancti Dionysii Areopagitae operum omnium quae extant, et commentariorum quibus illustrantur, tomus primus, in quo universus sancti textus, et Georgii Pachymerae paraphrasis Graece et Latine, cum adnotationibus Balt. Corderii... continentur, omnia studio ... eiusdem Balthasaris Corderii ... tomus II, in quo S. Maximi scholia, Pachymerae paraphrasis in epistolas, et authores varii qui aut vitam S. Dionysii descripserunt, aut dignitatem ipsius areopagiticam asseruerunt, continentur, opera ... Petri Lansselii et Balthasaris Corderii : accessit nunc primum Areopagitae defensio adversus haereticum calvinistam, per... D. Ioannem de Chaumont / Tomus primus.",2841546,https://www.e-rara.ch/content/titleinfo/2841546,jung_only,,,,,,,,,
1644,[s.n.],"Sancti Dionysii Areopagitae operum omnium quae extant, et commentariorum quibus illustrantur, tomus primus, in quo universus sancti textus, et Georgii Pachymerae paraphrasis Graece et Latine, cum adnotationibus Balt. Corderii... continentur, omnia studio ... eiusdem Balthasaris Corderii ... tomus II, in quo S. Maximi scholia, Pachymerae paraphrasis in epistolas, et authores varii qui aut vitam S. Dionysii descripserunt, aut dignitatem ipsius areopagiticam asseruerunt, continentur, opera ... Petri Lansselii et Balthasaris Corderii : accessit nunc primum Areopagitae defensio adversus haereticum calvinistam, per... D. Ioannem de Chaumont / Tomus II.",2842318,https://www.e-rara.ch/content/titleinfo/2842318,jung_only,,,,,,,,,
1647,"Croll, Oswald","Oswaldi Crollii ... Hassi Chymisch Kleynod : hiebevor zwar aussgangen, jetzo aber durch den hochgelehrten Johann Hartmannum ... gemehrt verbessert, mit nothwendigen Notis spagyricis zu Erläuterung der Artzneyen geziert und zum ersten Mal neben dem hermetischen Wunderbaum in Truck aussgangen ...",1477926,https://www.e-rara.ch/content/titleinfo/1477926,jung_only,,,,,,,,,
1647,"Walther, Balthasar",XL. questions concerning the soule,3261015,https://www.e-rara.ch/content/titleinfo/3261015,jung_only,,,,,,,,,
1649,"Blondel, David","Des Sibylles celebrées tant par l'antiquité payenne que par les saincts pères : discours traittant des noms &amp; du nombre des Sibylles, de leurs conditions, de la forme &amp; matière de leurs vers ...",1348960,https://www.e-rara.ch/content/titleinfo/1348960,jung_only,,,,,,,,,
1650,"Vaughan, Thomas","Anima magica abscondita, or a discourse of the universall spirit of nature ...",1686630,https://www.e-rara.ch/content/titleinfo/1686630,in_bph,21,644,"[Vaughan, Thomas]",Anima magica abscondita; or a discourse of the universall spirit of nature,1650,London,T.W,"Blunden, Humphrey",https://bph.sourcelibrary.org/catalog/644
1650,"Vaughan, Thomas",Anthroposophia Theomagica or a Discourse of the Nature of Man and his State after Death ...,1705641,https://www.e-rara.ch/content/titleinfo/1705641,in_bph,21,691,"[Vaughan, Thomas]",Anthroposophia theomagica; or a discourse of the nature of man and his state after death,1650,London,T.W,"Blunden, Humphrey",https://bph.sourcelibrary.org/catalog/691
1651,"Maier, Michael","Michaelis Maieri viatorium, hoc est, de montibus planetarum septem, seu metallorum",1933224,https://www.e-rara.ch/content/titleinfo/1933224,jung_only,,,,,,,,,
1651,"Lullus, Raimundus",Codicillus seu vade mecum Raymundi Lulli ... in quo fontes alchimicae artis ac philosophiae reconditioris uberrime traduntur,1933462,https://www.e-rara.ch/content/titleinfo/1933462,in_bph,7,2874,"Lull, Ramón",Codicillus seu vade mecum,1651,Rouen,,"Berthelin, Jean",https://bph.sourcelibrary.org/catalog/2874
1652,"Ashmole, Elias","Theatrum chemicum Britannicum : containing severall poeticall pieces of our famous english philosophers, who have written the hermetique mysteries in their owne ancient language. The first part",2208876,https://www.e-rara.ch/content/titleinfo/2208876,in_bph,27,14143,"Ashmole, Elias",Theatrum chemicum Britannicum. Containing severall poeticall pieces of our famous english philosophers,1652,London,"Grismond, John","Brookes, Nathaniel",https://bph.sourcelibrary.org/catalog/14143
1653,"Agrippa von Nettesheim, Heinrich Cornelius","Henrici Cornelii Agrippae ab Nettesheym de incertitudine &amp; vanitate omnium scientiarum &amp; artium liber, lectu plane iucundus &amp; elegans et de nobilitate et praecellentia foeminei sexus, eiusdemque supra virilem eminentia libellus, lectu etiam iucundissimus ...",1478514,https://www.e-rara.ch/content/titleinfo/1478514,jung_only,,,,,,,,,
1653,"Espagnet, Jean d'","Enchiridion physicae restitutae, in quo verus naturae concentus exponitur, plurimique antiquae philosophiae errores per canones &amp; certas demonstrationes dulcide aperiuntur : tractatus alter inscriptus arcanum hermeticae philosophiae opus: in quo occulta naturae &amp; artis circa lapidis philosophorum materiam &amp; operandi modum canonice &amp; ordinate fiunt manifesta",1685755,https://www.e-rara.ch/content/titleinfo/1685755,in_bph,17,4215,"[Espagnet, Jean d']",Enchiridion physicae restitutae. Arcanum hermeticae philosophiae opus,1647,Rouen,,"Berthelin, Jean",https://bph.sourcelibrary.org/catalog/4215
1653,"Glauber, Johann Rudolph","Miraculum mundi, sive plena perfectaque descriptio admirabilis naturae, ac proprietatis potentissimi subiecti, ab antiquis menstruum universale sive mercurius philosophorum dicti: quo vegetabilia, animalia &amp; mineralia facillime in saluberrima medicamenta, &amp; imperfecta metalla in permanentia ac perfecta transmutari possunt ...",1836468,https://www.e-rara.ch/content/titleinfo/1836468,in_bph,13,9277,"Glauber, Johann Rudolph","Miraculum mundi, oder aussführliche Beschreibung der wunderbaren Natur",1653,Amsterdam,,n.n.,https://bph.sourcelibrary.org/catalog/9277
1653,"Glauber, Johann Rudolph","Miraculum mundi, sive plena perfectaque descriptio admirabilis naturae, ac proprietatis potentissimi subiecti, ab antiquis menstruum universale sive mercurius philosophorum dicti: quo vegetabilia, animalia &amp; mineralia facillime in saluberrima medicamenta, &amp; imperfecta metalla in permanentia ac perfecta transmutari possunt ...",1838481,https://www.e-rara.ch/content/titleinfo/1838481,in_bph,13,9277,"Glauber, Johann Rudolph","Miraculum mundi, oder aussführliche Beschreibung der wunderbaren Natur",1653,Amsterdam,,n.n.,https://bph.sourcelibrary.org/catalog/9277
1656,"Böhme, Jakob","Morgen-Röte im Aufgangk das ist die Wurtzel oder Mutter der Philosophiae, Astrologiae und Theologiae, aus rechtem Grunde oder Beschreibung der Natur ...",1506460,https://www.e-rara.ch/content/titleinfo/1506460,jung_only,,,,,,,,,
1656,"Glauber, Johann Rudolph",Explicatio tractatuli qui miraculum mundi inscribitur ...,1838399,https://www.e-rara.ch/content/titleinfo/1838399,jung_only,,,,,,,,,
1657,"Combach, Ludwig","Sal, lumen, et spiritus mundi philosophici or the dawning of the day, discovered by the beams of light: shewing the true salt and secret of the philosophers, the first and universal spirit of the world ...",1507169,https://www.e-rara.ch/content/titleinfo/1507169,jung_only,,,,,,,,,
1658,"Glauber, Johann Rudolph","Tractatus de natura Salium oder aussfürliche Beschreibung deren bekanten Salien ... : sambt angehängtem Tractätlein De signatura salium, metallorum, &amp; planetarum",1761661,https://www.e-rara.ch/content/titleinfo/1761661,in_bph,27,14556,"Glauber, Johann Rudolph","Tractatus de natura salium. Oder aussfürliche Beschreibung, deren bekanten Salien. De signatura salium",1658,Amsterdam,,"Janssonius, Johannes",https://bph.sourcelibrary.org/catalog/14556
1658,"Glauber, Johann Rudolph","Miraculi mundi continuatio : in qua tota natura denudatur, &amp; toti mundo nude ob oculos ponitur; imo dilucide &amp; aperte demonstratur, fieri posse, ut ex sale petrae omnium vegetabilium, animalium &amp; mineralium summa medicina paretur, ac ideo sal petrae iure ac merito verum subiectum solvens, sive menstruum universale ...",1812073,https://www.e-rara.ch/content/titleinfo/1812073,in_bph,14,9274,"Glauber, Johann Rudolph","Miraculi mundi continuatio. Darinnen die gantze Natur entdecket, und der Weldt nackent und bloss vor Augen gelegt",1657,Amsterdam,,"Janssonius, Johannes",https://bph.sourcelibrary.org/catalog/9274
1659,"Dee, John",A  true &amp; faithful relation of what passed for many yeers between ... John Dee ... and some spirits tending (had it succeeded) to a general alteration of most states and kingdomes in the world ...,1476362,https://www.e-rara.ch/content/titleinfo/1476362,jung_only,,,,,,,,,
1659,"Glauber, Johann Rudolph","Ioh. Rud. Glauberi Annotationes in nuper editam continuationem miraculi mundi, secreta ibidem contenta, aurumque potabile verum, cujus simul mentio ibidem facta est, explicantes &amp; defendentes ...",1836807,https://www.e-rara.ch/content/titleinfo/1836807,jung_only,,,,,,,,,
1659,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in sex partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- sextum]",2209634,https://www.e-rara.ch/content/titleinfo/2209634,in_bph,7,14140,anonymous,Theatrum chemicum,1659,Strassburg,,"Zetzner, heirs of Eberhard",https://bph.sourcelibrary.org/catalog/14140
1659,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in sex partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- sextum] / Volumen primum.",2209636,https://www.e-rara.ch/content/titleinfo/2209636,in_bph,7,14140,anonymous,Theatrum chemicum,1659,Strassburg,,"Zetzner, heirs of Eberhard",https://bph.sourcelibrary.org/catalog/14140
1659,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in sex partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- sextum] / Volumen secundum.",2210470,https://www.e-rara.ch/content/titleinfo/2210470,in_bph,7,14140,anonymous,Theatrum chemicum,1659,Strassburg,,"Zetzner, heirs of Eberhard",https://bph.sourcelibrary.org/catalog/14140
1659,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in sex partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- sextum] / Volumen tertium.",2299474,https://www.e-rara.ch/content/titleinfo/2299474,in_bph,7,14140,anonymous,Theatrum chemicum,1659,Strassburg,,"Zetzner, heirs of Eberhard",https://bph.sourcelibrary.org/catalog/14140
1659,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in sex partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- sextum] / Volumen quartum.",2300360,https://www.e-rara.ch/content/titleinfo/2300360,in_bph,7,14140,anonymous,Theatrum chemicum,1659,Strassburg,,"Zetzner, heirs of Eberhard",https://bph.sourcelibrary.org/catalog/14140
1659,[s.n.],"Theatrum chemicum, praecipuos selectorum auctorum tractatus de chemiae et lapidis philosophici antiquitate, veritate, iure, praestantia, &amp; operationibus, continens: in gratiam verae chemiae, et medicinae chemicae studiosorum ... congestum, et in sex partes seu volumina digestum; singulis voluminibus, suo auctorum et librorum catalogo primis pagellis: rerum vero &amp; verborum indice postremis annexo. Volumen primum [- sextum] / Volumen sextum.",2301444,https://www.e-rara.ch/content/titleinfo/2301444,in_bph,7,14140,anonymous,Theatrum chemicum,1659,Strassburg,,"Zetzner, heirs of Eberhard",https://bph.sourcelibrary.org/catalog/14140
1661,"Alciati, Andrea",Andreae Alciati emblemata cum commentariis Claudii Minois I. C. Francisci Sanctii Brocensis &amp; notis Laurentii Pignorii ...,1531250,https://www.e-rara.ch/content/titleinfo/1531250,jung_only,,,,,,,,,
1663,"Erasmus, Desiderius",Adagiorum Desiderii Erasmi Roterodami epitome,1720949,https://www.e-rara.ch/content/titleinfo/1720949,jung_only,,,,,,,,,
1666,[s.n.],"Reconditorium ac reclusorium opulentiae sapientiaeque numinis mundi magni, cui deditur in titulum chymica vannus, obtenta quidem &amp; erecta auspice mortale coepto ...",2089025,https://www.e-rara.ch/content/titleinfo/2089025,in_bph,23,2641,anonymous,"Reconditorium ac reclusorium opulentiae sapientiaeque numinis magni, cui deditur in titulum chymica vannus",1666,Amsterdam,,"Janssonius van Waesberge, Johannes I|Weyerstraten, Elizaeus",https://bph.sourcelibrary.org/catalog/2641
1667,"Kircher, Athanasius","Athanasii Kircheri ... China monumentis qua sacris qua profanis, nec non variis naturae &amp; artis spectaculis, aliarumque rerum memorabilium argumentis illustrata ...",1836851,https://www.e-rara.ch/content/titleinfo/1836851,jung_only,,,,,,,,,
1669,"Holland, Johann Isaak",Isaaci Hollandi tractatus de lapide philosophico oder vom Stein der Weisen,1811244,https://www.e-rara.ch/content/titleinfo/1811244,jung_only,,,,,,,,,
1672,N.,"Das  Kleinot der Philosophie oder das Original der Begierde ... : ein fürtrefflich Werck, in welchem verfasset ist die Ordenung und die Manier, welche der vorgenandte Flamell in der Composition des Wercks der Natur gehalten hat, welche unter seinen hieroglyphischen Figuren sind verstecket. Aus einem alten M. S",2033174,https://www.e-rara.ch/content/titleinfo/2033174,in_bph,7,21570,"Flamel, Nicolas",Das Kleinot der Philosophie,1672,n.p.,,n.n.,https://bph.sourcelibrary.org/catalog/21570
1672,Bernardus,[Divers traitez de la philosophie naturelle],2573984,https://www.e-rara.ch/content/titleinfo/2573984,in_bph,11,3742,"Bernhardus Trevisanus|Drebbel, Cornelius",Divers traitez de la philosophie naturelle. La turbe des philosophes. La parole delaissée. Les deux traitez. Le tres-ancien duel des chevaliers,1672,Paris,,"Houry, Jean d'",https://bph.sourcelibrary.org/catalog/3742
1673,"Lange, Johann","Chymisches Zwey-Blat, das ist zwey vortreffliche chymische Tractätlein: Das erste eröffneter Eingang zu dess Königs verschlossenem Pallaste anonymi philalethae. Das ander von dem Stein der Weisen, wie man den recht bereiten soll fratris Ferrarii ...",1606718,https://www.e-rara.ch/content/titleinfo/1606718,in_bph,25,2720,"[Starkey, George]|Ferrarius",Chymisches Zwey-Blat. Das ist zwey vortreffliche chymische Tractätlein  Eröffneter Eingang zu dess Königs verschlossenem Pallaste. Von dem Stein der Weisen,1673,Frankfurt|Hamburg,"Görlin, Johann","Guth, Christian",https://bph.sourcelibrary.org/catalog/2720
1673,"Wirdig, Sebastian","Sebastiani Wirdig ... Nova medicina spirituum : curiosa scientia et doctrina, unanimiter hucusque neglecta, et a nemine merito exculta, medicis tamen et physicis utilissima ...",2497883,https://www.e-rara.ch/content/titleinfo/2497883,jung_only,,,,,,,,,
1675,"Balduin, Christian Adolf",Aurum superius &amp; inferius aurae superioris &amp; inferioris hermeticum,1559646,https://www.e-rara.ch/content/titleinfo/1559646,in_bph,9,1238,"Balduinus, Christianus Adolphus",Aurum superius et inferius,1675,Amsterdam,,"Janssonius van Waesberge, Johannes I",https://bph.sourcelibrary.org/catalog/1238
1675,"Balduin, Christian Adolf",Phosphorus hermeticus sive magnes luminaris,1559866,https://www.e-rara.ch/content/titleinfo/1559866,in_bph,7,11259,"Balduinus, Christianus Adolphus",Phosphorus hermeticus,1675,Frankfurt  Leipzig,,"Fromann, Georg Heinrich",https://bph.sourcelibrary.org/catalog/11259
1675,"Starkey, George",Des hochgelahrten Philalethae drey schöne und auserlesene Tractätlein von Verwandelung der Metallen : samt Wigands vom rothen Schilde ... beygefügtem Tractätlein genannt Die Herrligkeit der Welt ...,1606332,https://www.e-rara.ch/content/titleinfo/1606332,jung_only,,,,,,,,,
1676,"Kelley, Edward","Edouardi Kellaei Angli tractatus duo egregii de lapide philosophorum, una cum theatro astronomiae terrestri ...",1606525,https://www.e-rara.ch/content/titleinfo/1606525,jung_only,,,,,,,,,
1677,[s.n.],"Kabbala denudata, seu, doctrina Hebraeorum transcendentalis et metaphysica atque theologica : opus antiquissimae philosophiae barbaricae variis speciminibus refertissimum ... / [Tomus primus.]",1171064,https://www.e-rara.ch/content/titleinfo/1171064,in_bph,17,7623,,Kabbala denudata seu doctrina hebraeorum transendentalis et metaphysica atque theologica,1677,Sulzbach,"Lichtenthaler, Abraham|Wust, Balthasar Christoph","Zunner, Johann David",https://bph.sourcelibrary.org/catalog/7623
1677,[s.n.],"Kabbala denudata, seu, doctrina Hebraeorum transcendentalis et metaphysica atque theologica : opus antiquissimae philosophiae barbaricae variis speciminibus refertissimum ... / Tomus secundus.",1172145,https://www.e-rara.ch/content/titleinfo/1172145,in_bph,17,7623,,Kabbala denudata seu doctrina hebraeorum transendentalis et metaphysica atque theologica,1677,Sulzbach,"Lichtenthaler, Abraham|Wust, Balthasar Christoph","Zunner, Johann David",https://bph.sourcelibrary.org/catalog/7623
1677,"Knorr von Rosenroth, Christian","Kabbala denudata, seu, doctrina Hebraeorum transcendentalis et metaphysica atque theologica : opus antiquissimae philosophiae barbaricae variis speciminibus refertissimum ...",1192219,https://www.e-rara.ch/content/titleinfo/1192219,in_bph,17,7623,,Kabbala denudata seu doctrina hebraeorum transendentalis et metaphysica atque theologica,1677,Sulzbach,"Lichtenthaler, Abraham|Wust, Balthasar Christoph","Zunner, Johann David",https://bph.sourcelibrary.org/catalog/7623
1677,"Baulot, Isaac","Mutus liber, in quo tamen tota philosophia hermetica, figuris hieroglyphicis depingitur, ter optimo maximo Deo misericordi consecratus, solisque filiis artis dedicatus",1350330,https://www.e-rara.ch/content/titleinfo/1350330,jung_only,,,,,,,,,
1677,"Bacon, Roger","Vier chymische Tractätlein: I. Lucens lux in tenebris, das ist: Das hellscheinende Licht in Finsternis. II. De vitriolo &amp; eius oleo secretissimo, das ist: Von dem Vitriol und seinem geheimesten Oehle [Roger Bacon] III. De animali rationali: Vom vernünfftigen Thiere und seiner herrlichen Artzney. IV. Aurum vitae oder Gold des Lebens",1606898,https://www.e-rara.ch/content/titleinfo/1606898,in_bph,41,15415,anonymous,"Vier chymische Tractätlein. Lucens lux in tenebris Das ist: das hellscheinende Licht in Finsternis. De vitriolo & ejus oleo secretissimo Das ist: Von dem Vitriol, und seinem geheimesten Oehle. De animali rationali Von dem Venünfftigen Thiere. Aurum vitae oder Gold des Lebens",1677,Bautzen,"Richter, Andreas","Kretschmar, Bartold",https://bph.sourcelibrary.org/catalog/15415
1677,[s.n.],"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Aureus tractatus de philosophorum lapide",2044320,https://www.e-rara.ch/content/titleinfo/2044320,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,"Mynsicht, Adrian von","Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Aureum seculum redivivum, quod nunc iterum apparuit suaviter floruit, &amp; odoriferum aureumque semen peperit",2044398,https://www.e-rara.ch/content/titleinfo/2044398,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,[s.n.],"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Hydrolithus sophicus seu aquarium sapientum, hoc est opusculum chymicum, in quo via monstratur, materia nominatur, &amp; processus describitur, quomodo videlicet ad universalem tincturam perveniendum, hactenus nondum visum ...",2044424,https://www.e-rara.ch/content/titleinfo/2044424,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,Jean,"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Demonstratio naturae, quam errantibus chymicis facit, dum de sophista et stolido spiratore carbonario conqueritur",2044502,https://www.e-rara.ch/content/titleinfo/2044502,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,[s.n.],"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Via veritatis unicae, hoc est: elegans, perutile et praestans opusculum viam veritatis aperiens",2044544,https://www.e-rara.ch/content/titleinfo/2044544,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,[s.n.],"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Gloria mundi, alias, paradysi tabula, hoc est: vera priscae scientiae descriptio, quam Adam ab ipso deo didicit: Noe, Abraham et Salomo, tamquam summorum divinorum donorum unum, usurparunt, omneis sapientes, omnibus temporibus, pro totius mundi thesauro habuerunt, &amp; solis piis post sese reliquerunt, nimirum de lapide philosophicorum",2044572,https://www.e-rara.ch/content/titleinfo/2044572,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,[s.n.],"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / De lapide philosophico tractatus eximius, a Germanico quodam philosopho A. C. M CCCCXXIII subsequente titulo factus et conscriptus ...",2044680,https://www.e-rara.ch/content/titleinfo/2044680,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,[s.n.],"Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / De lapide philosophico per breve opusculum, quod ab ignoto aliquo Germanico philosopho, pene ante ducentos annos, conscriptum &amp; liber alze nuncupatum fuit, nunc vero in lucem editum",2044704,https://www.e-rara.ch/content/titleinfo/2044704,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
1677,"Barnaud, Nicolas","Musaeum hermeticum reformatum et amplificatum, omnes sopho-spagyricae artis discipulos fidelissime erudiens, quo pacto summa illa veraque lapidis philosophici medicina, qua res omnes qualemcunque defectum patientes, instaurantur, inveniri &amp; haberi queat : continens tractatus chimicos XXI. Praestantissimos, quorum nomina &amp; seriem versa pagella indicabit; in gratiam filiorum doctrinae, quibus Germanicum idioma ignotum est, Latina lingua ornatum / Lambsprinck ... antiqui libellus de lapide philosophicorum",2044724,https://www.e-rara.ch/content/titleinfo/2044724,in_bph,10,9452,anonymous,Musaeum hermeticum reformatum et amplificatum,1678,Frankfurt,,"Sand, Hermann von",https://bph.sourcelibrary.org/catalog/9452
