book_id,title,language,read_count,pages_total,ocr_pages,old_model_pages,new_model_pages,translated_pages,needs_reocr,needs_retranslate,old_models,url
6956890dbe7c607c5f03c7d9,"The City of the Sun",Italian,1,84,84,0,84,0,no,no,"",https://sourcelibrary.org/book/6956890dbe7c607c5f03c7d9
69907d9efc4b8b2032ced8be,"Svapanadhyaya",Sanskrit,0,24,24,0,24,0,no,no,"",https://sourcelibrary.org/book/69907d9efc4b8b2032ced8be
6978ee3aa6943c06198ef83f,"De christelyke god-geleertheid en kennis der zaligheid",Dutch,0,880,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6978ee3aa6943c06198ef83f
69907938b621b177c1af5c51,"Panchavinshatika Muhurta Pradarshini",Sanskrit,0,43,43,0,43,0,no,no,"",https://sourcelibrary.org/book/69907938b621b177c1af5c51
695594307bd6d2cd1d61ccaa,"Epictetus Enchiridion and Cebes Tabula (1660)",English,0,392,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695594307bd6d2cd1d61ccaa
6992cafed4d545ae73feede4,"芥子園畫傳 (Jieziyuan Huazhuan: Mustard Seed Garden Manual of Painting) Vol 2",Chinese,0,46,46,0,46,0,no,no,"",https://sourcelibrary.org/book/6992cafed4d545ae73feede4
6953e59377f38f6761bf0e81,"De Magnete (1600 First Edition)",Latin,0,270,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953e59377f38f6761bf0e81
6953112e77f38f6761bcbe3b,"1 Enoch (Ethiopic Text)",Ethiopic,3,282,282,0,282,0,no,no,"",https://sourcelibrary.org/book/6953112e77f38f6761bcbe3b
6953619d9c494f9f9f042608,"Majmu nafis fi al-kimiya (Jabir ibn Hayyan)",Arabic,0,390,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953619d9c494f9f9f042608
6984e84e1a2124a93951c229,"Opusculum de auditu kabbalistico sive ad omnes scientias introductorium",Latin,0,169,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6984e84e1a2124a93951c229
6992ce243ea667fbac8284b0,"三才圖會(七十七)",Chinese,0,74,74,0,74,0,no,no,"",https://sourcelibrary.org/book/6992ce243ea667fbac8284b0
697c8e0fbaa544415f85b6b2,"Geoffenbarter Einfluss in das allgemeine Wohl der Staaten der ächten Freymaeurerey",German,0,186,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e0fbaa544415f85b6b2
6975158ba88d83c830d99e28,"Aufrichtige Nachricht von den jüdischen Lehrern",German,0,314,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6975158ba88d83c830d99e28
694f396c23a1d0c2ad1d8698,"Three Books on Life (1489 First Edition)",Latin,18,204,204,0,204,204,no,yes,"",https://sourcelibrary.org/book/694f396c23a1d0c2ad1d8698
697a30555760769ad3c96636,"Copia resolutionis; welche Churf. Durchl. zu Sachsen etc. dem königl. hispanischen subdelegirten Gesandten gegeben; den 19. Octobris Anno 1631",Latin-German,0,242,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697a30555760769ad3c96636
69819209c3e109986dfc4453,"Lucta christiana. Psalmi quinquagesimi deprecatoria",Latin,0,123,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69819209c3e109986dfc4453
6992c9f48cc847bfb99df8a6,"洞天奧旨 (Dongtian Aozhi: Esoteric Meanings of the Grotto Heavens) Vol 6",Chinese,0,81,81,0,81,0,no,no,"",https://sourcelibrary.org/book/6992c9f48cc847bfb99df8a6
69593455b282844d7b277cc3,"Theosophia Practica - Volume I",German,0,740,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69593455b282844d7b277cc3
6958e915d3a8928334814f23,"Hortus Regius Blesensis auctus",Latin,0,554,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958e915d3a8928334814f23
699066d1249ce014347d1db0,"Shatpanchashika (150 Verses on Horoscopy)",Sanskrit,0,6,6,0,6,0,no,no,"",https://sourcelibrary.org/book/699066d1249ce014347d1db0
7d66e9ad-9572-49c6-82ce-0265337e491d,"Tycho Brahe: Astronomiae Instauratae (1602)",Latin,1,116,116,0,116,116,no,yes,"",https://sourcelibrary.org/book/7d66e9ad-9572-49c6-82ce-0265337e491d
6955d3db28a09ca65927eed3,"Tracts on Hidden Qualities of Air and Vacuum",English,0,338,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6955d3db28a09ca65927eed3
697704f1d2171799db0a7337,"Beschryvinghe van Albrecht Durer; van de menschelijcke Proportion",Dutch,0,329,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697704f1d2171799db0a7337
6983d45e3dac6d74d7e4b195,"De Heraclito Ephesio: haec apud Facultatem Litterarum Parisiensem disputabat",Latin,1,109,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6983d45e3dac6d74d7e4b195
6990613d322e01b1349a4118,"Tractatus de Officio Sanctissimae Inquisitionis",Latin,0,602,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6990613d322e01b1349a4118
699064b9ef12272ffdc940f3,"De Naturae Divinis Characterismis",Latin,0,569,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699064b9ef12272ffdc940f3
6992ce5c673ee1e40e32030d,"三才圖會(九十二)",Chinese,0,81,81,0,81,0,no,no,"",https://sourcelibrary.org/book/6992ce5c673ee1e40e32030d
697e23cc10ae21088f4e9d29,"Introitus in veram atque inauditam physicam",Latin,0,65,65,0,65,0,no,no,"",https://sourcelibrary.org/book/697e23cc10ae21088f4e9d29
6956eb52f23ebf30578dbb85,"Recueil de traités de Kabbale (Hebrew Manuscript)",Hebrew,0,228,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6956eb52f23ebf30578dbb85
69528666ab34727b1f04c966,"The Origin of Letters and Numerals According to the Sefer Yetzirah",English,1,76,76,0,76,76,no,yes,"",https://sourcelibrary.org/book/69528666ab34727b1f04c966
697b0799f58a82da7c04cfcb,"D.O.M.A. Examen philosophiae novae",Latin,0,432,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697b0799f58a82da7c04cfcb
69772b6347dc849429ffb22c,"Bibliotheca chemica contracta",Latin,0,108,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69772b6347dc849429ffb22c
697b0799a12a626fbfe93ae4,"[Greek] Evangelicae praeparationis",Greek,0,1006,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697b0799a12a626fbfe93ae4
6992ce8a673ee1e40e320f60,"三才圖會(一百五)",Chinese,0,97,97,0,97,0,no,no,"",https://sourcelibrary.org/book/6992ce8a673ee1e40e320f60
695580a857e3b773024f59bc,"The Immortality of the Soul",English,0,634,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695580a857e3b773024f59bc
69568595be7c607c5f03b9e4,"A Philosophical Essay of Musick",English,0,37,37,0,37,0,no,no,"",https://sourcelibrary.org/book/69568595be7c607c5f03b9e4
6990505e7d19f3f2aac1e2b7,"Kircher: Turris Babel (1679)",Latin,0,297,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6990505e7d19f3f2aac1e2b7
69591074ecb01322b306793e,"Icones selectae plantarum quas in Japonia collegit",Unknown,0,150,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69591074ecb01322b306793e
69778b4db450898084dfd929,"In cabalam introductio",Latin,0,50,50,0,50,0,no,no,"",https://sourcelibrary.org/book/69778b4db450898084dfd929
69906880249ce014347d6584,"Manaiyati Chastiram",Tamil,0,172,172,0,172,0,no,no,"",https://sourcelibrary.org/book/69906880249ce014347d6584
6992cec1673ee1e40e321770,"武備志(七十九)",Chinese,0,98,98,0,98,0,no,no,"",https://sourcelibrary.org/book/6992cec1673ee1e40e321770
698255e93e158c7e3c9a4f6c,"Neue Erfahrungen über künstliche Salpeter-Production",German,0,81,81,0,81,0,no,no,"",https://sourcelibrary.org/book/698255e93e158c7e3c9a4f6c
695575ba57e3b773024f23d1,"Traité de l harmonie",French,0,496,100,0,100,0,no,no,"",https://sourcelibrary.org/book/695575ba57e3b773024f23d1
6953ce5f77f38f6761be37be,"Epictetus Discourses Vol. 1 (Books 1-2)",Greek,0,700,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ce5f77f38f6761be37be
697c8e0fbaa544415f85b6c2,"Geschichte der Abschaffung des Tempelherren-Ordens",German,0,266,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e0fbaa544415f85b6c2
69592a05c6f388ea5a33c22f,"Magia naturalis das ist; Kunst und Wunderbuch",German,0,802,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69592a05c6f388ea5a33c22f
697d9c99f2b56306a9ec9616,"Hermetischer Rosenkrantz",German,0,123,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9c99f2b56306a9ec9616
698255f303a67896d7639237,"Nachtrag von weitern Originalschriften welche die Illuminatensekte betreffen",German,0,478,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698255f303a67896d7639237
6953c87277f38f6761bdc6f8,"Brihadaranyaka Upanishad (Shankara Bhashya)",Sanskrit,0,987,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953c87277f38f6761bdc6f8
6953a8d677f38f6761bd3ac2,"Interlinear Greek-English Septuagint",Greek,0,3665,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6953a8d677f38f6761bd3ac2
6990689d249ce014347d6f65,"Bodleian Library MS. Ashmole 399",Latin,0,26,26,0,26,0,no,no,"",https://sourcelibrary.org/book/6990689d249ce014347d6f65
69907cfa5f855ec553e784ef,"Pancha Svara",Sanskrit,0,92,92,0,92,0,no,no,"",https://sourcelibrary.org/book/69907cfa5f855ec553e784ef
699066c8249ce014347d1da1,"Jataka Paddhati",Sanskrit,0,13,13,0,13,0,no,no,"",https://sourcelibrary.org/book/699066c8249ce014347d1da1
697d9c98f2b56306a9ec960c,"Des Hermes Trismegists wahrer alter Naturweg. Oder: Geheimniss wie die grosse Universaltinctur ohne Gläser; auf Menschen und Metalle zu bereiten",German,0,134,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9c98f2b56306a9ec960c
6953cea777f38f6761be588e,"Plato Statesman & Philebus",Greek,0,482,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953cea777f38f6761be588e
6992ce0200f13b15f3ca3ccf,"三才圖會(六十八)",Chinese,0,99,99,0,99,0,no,no,"",https://sourcelibrary.org/book/6992ce0200f13b15f3ca3ccf
6976db51097b3607ee4be2f9,"[Hebrew: Avodat ha-kodesh]",Hebrew,0,294,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6976db51097b3607ee4be2f9
6992cfbff5b4f75c1a4c97cb,"海國圖志(32)",Chinese,0,99,99,0,99,0,no,no,"",https://sourcelibrary.org/book/6992cfbff5b4f75c1a4c97cb
6985ca72c9d0c217260e737b,"Les plus secrets mystères des hauts grades de la maçonnerie dévoilés",French,1,205,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6985ca72c9d0c217260e737b
695935dd7d148073487739da,"Sepher Raziel - Sixteenth Century English Grimoire",Hebrew,0,189,9,0,9,0,no,no,"",https://sourcelibrary.org/book/695935dd7d148073487739da
6992cdc343713c66ea63870c,"三才圖會(五十一)",Chinese,0,89,89,0,89,0,no,no,"",https://sourcelibrary.org/book/6992cdc343713c66ea63870c
6977089cd2171799db0a733f,"De boecken genoemt Apocryphi",Dutch,0,181,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6977089cd2171799db0a733f
6990671e249ce014347d2d5b,"Tej Svarodaya Vigyan",Sanskrit,0,106,106,0,106,0,no,no,"",https://sourcelibrary.org/book/6990671e249ce014347d2d5b
69906540726f64800c10a6ff,"Sangita Ratnakara (Ocean of Music)",Sanskrit,0,444,444,0,444,0,no,no,"",https://sourcelibrary.org/book/69906540726f64800c10a6ff
6954344c1479a63c110890f8,"Short Treatise on God; Man and His Wellbeing",English,0,398,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6954344c1479a63c110890f8
69906555726f64800c10bd15,"Jyotirvidabharanam with Sukhabodhini",Sanskrit,0,352,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69906555726f64800c10bd15
695573e1f63a7571091729db,"Practica Musicae",Latin,0,174,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695573e1f63a7571091729db
6953ab4577f38f6761bd6c6f,"Reg.lat.1344",Latin,0,314,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ab4577f38f6761bd6c6f
6988a59ffc2299bffde5f21a,"Schutzschrift für die Aechtheit der Rosenkreutzergesellschaft",German,0,370,369,0,369,0,no,no,"",https://sourcelibrary.org/book/6988a59ffc2299bffde5f21a
694f397023a1d0c2ad1d8814,"Complete Works of Plato; translated by Marsilio Ficino (1518)",Latin,2,796,98,0,98,0,no,no,"",https://sourcelibrary.org/book/694f397023a1d0c2ad1d8814
6990632bef12272ffdc8fe76,"De viribus electricitatis in motu musculari",Latin,0,72,72,0,72,0,no,no,"",https://sourcelibrary.org/book/6990632bef12272ffdc8fe76
6958ea4dd3a892833481514e,"De historia plantarum libri decem (Graece et Latine)",Greek,0,1318,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958ea4dd3a892833481514e
696925b24fa3b04c6de871f6,"Plotini Enneades (Ficino Working Copy; 1460)",Greek,1,363,7,0,7,0,no,no,"",https://sourcelibrary.org/book/696925b24fa3b04c6de871f6
697a3055d002da535fbae6a4,"[Greek: Kerkuraia mastix] Satyra. Dat is; 't costelick mal",Dutch,0,79,79,0,79,0,no,no,"",https://sourcelibrary.org/book/697a3055d002da535fbae6a4
6992ce1f3ea667fbac82838a,"武備志(四十四)",Chinese,0,96,96,0,96,0,no,no,"",https://sourcelibrary.org/book/6992ce1f3ea667fbac82838a
6985ca7194b042cd03912166,"[Hebrew: Ze sifra de-adam kadma'ah she natan lo Raziel ha-malach]",Hebrew,0,113,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6985ca7194b042cd03912166
6992cd18ae978f7d41598403,"三才圖會(四)",Chinese,0,73,73,0,73,0,no,no,"",https://sourcelibrary.org/book/6992cd18ae978f7d41598403
6954354d1479a63c1108c210,"Psychologia empirica",Latin,0,1482,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6954354d1479a63c1108c210
6992ce073ea667fbac827a63,"三才圖會(六十九)",Chinese,0,90,90,0,90,0,no,no,"",https://sourcelibrary.org/book/6992ce073ea667fbac827a63
695581a157e3b773024f6989,"Poems and Translations from the Ancient Celtic Bards",English/Gaelic,0,202,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695581a157e3b773024f6989
6970e35e9b09d309d780a262,"De alchemia dialogi duo. Sententia. Lignum vitae",Latin,0,156,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e35e9b09d309d780a262
697704f7a8ad77b9e64fc7c7,"Das neue Testament",German,0,1162,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697704f7a8ad77b9e64fc7c7
6992cbff018b80967354ca60,"新編直指算法統宗 (Suanfa Tongzong: Systematic Treatise on Arithmetic) Vol 8",Chinese,0,69,69,0,69,0,no,no,"",https://sourcelibrary.org/book/6992cbff018b80967354ca60
697d9ca14ac45ee328347502,"Der hermetische Philosophus; oder Haupt-Schlüssel",German,0,383,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9ca14ac45ee328347502
699062eeef12272ffdc8e15e,"Kabbala Denudata; Tomus II",Latin,0,675,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699062eeef12272ffdc8e15e
6990601f8cbcc9a4dba2c624,"Jataka Parijata",Sanskrit,0,701,701,0,701,0,no,no,"",https://sourcelibrary.org/book/6990601f8cbcc9a4dba2c624
69906a891cf6ed5fbc8f5df0,"Surya Siddhanta (Popular Edition)",Sanskrit,0,184,184,0,184,0,no,no,"",https://sourcelibrary.org/book/69906a891cf6ed5fbc8f5df0
6957ef81cbe1dcad7b76c52d,"Rariorum plantarum historia",Latin,0,732,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6957ef81cbe1dcad7b76c52d
6953e60b1479a63c1108472c,"Opera Omnia Vol. I",Greek,0,967,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953e60b1479a63c1108472c
69907d91aee9f4aa585927e1,"Siddhanta Sara Kaustubha",Sanskrit,0,1890,1885,0,1885,0,no,no,"",https://sourcelibrary.org/book/69907d91aee9f4aa585927e1
697b0799c053cffe354fc37d,"Einfaeltiger Unterricht vom Gebeth",German,1,189,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697b0799c053cffe354fc37d
6970e3729b09d309d780a2a0,"Amphitheatrum sapientiae aeternae",Latin,0,275,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3729b09d309d780a2a0
6952b01b77f38f6761bc1cc9,"Works (1496 Bologna incunabulum)",Latin,1,361,361,0,361,361,no,yes,"",https://sourcelibrary.org/book/6952b01b77f38f6761bc1cc9
6952d05477f38f6761bc511e,"Basilica Chymica (BSB/Hartmann edition)",Latin,1,856,856,0,856,856,no,yes,"",https://sourcelibrary.org/book/6952d05477f38f6761bc511e
6968d9624fa3b04c6de86ecd,"Die  Schlacht bei Austerlitz",German,0,129,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6968d9624fa3b04c6de86ecd
697a30595f904ad9c01e0cdd,"Dechiaratione sopra il nome di Giesu; secondo gli Hebrei cabalistici; Greci; Caldei; Persi; & Latini",Italian,0,540,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697a30595f904ad9c01e0cdd
6970e3709b09d309d780a298,"Ueber die alten und neuen Mysterien",German,0,425,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3709b09d309d780a298
699047d212d83c216b7e86f9,"Theory of Heat",English,0,340,69,0,69,0,no,no,"",https://sourcelibrary.org/book/699047d212d83c216b7e86f9
6970e3679b09d309d780a27e,"Algemeine Geschichte der Waldenser",French,0,690,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3679b09d309d780a27e
6985ca6d9d0a51f65288236f,"Probaseologie",German,0,520,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6985ca6d9d0a51f65288236f
697b079a2dc1670ec50504db,"Erudita & elegans explicatio quaestionis: utrum reges vel principes; jure aliquo vel titulo; et salvâ conscientia; cives ac subditos à Regia Corona alienare",Latin,0,66,66,0,66,0,no,no,"",https://sourcelibrary.org/book/697b079a2dc1670ec50504db
69790aaaeb0dcfd399123421,"Le ciel reformé",French,0,112,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69790aaaeb0dcfd399123421
69819209ca8d51b8a58afe3d,"Manuductio hermedico-philosophica; oder richtige Handleitung zu der wahren philosophischen Medicin",Latin-German,1,415,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69819209ca8d51b8a58afe3d
697d9c9b72d515cb07bb3844,"Gott ist die reinste Liebe",German,0,359,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9c9b72d515cb07bb3844
69907f35afd715da775bc514,"Bhrigu Prashna Nadi",Sanskrit,0,142,142,0,142,0,no,no,"",https://sourcelibrary.org/book/69907f35afd715da775bc514
6992ce66673ee1e40e32081c,"三才圖會(九十五)",Chinese,0,89,89,0,89,0,no,no,"",https://sourcelibrary.org/book/6992ce66673ee1e40e32081c
698420e35484bd017cef00ec,"Observationum selectarum ad rem litterariam spectantium",Latin,0,998,8,0,8,0,no,no,"",https://sourcelibrary.org/book/698420e35484bd017cef00ec
6867a4fefc518f6dbf334f36,"Aphoristic Astrology of Ptolemy; Hermes; and Others",Latin,11,233,233,0,233,233,no,yes,"",https://sourcelibrary.org/book/6867a4fefc518f6dbf334f36
6993571783378b7aed7ce8f6,"The Bhagvat-Geeta; or Dialogues of Kreeshna and Arjoon",English,0,51,51,0,51,0,no,no,"",https://sourcelibrary.org/book/6993571783378b7aed7ce8f6
698255f37fdcaf06a9760acc,"Kirani Kiranides; et ad eas Rhyakini Koronides",Latin,0,223,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698255f37fdcaf06a9760acc
6980941f5367f35de76b6516,"Liber secretus  Libellus",Latin,0,144,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6980941f5367f35de76b6516
698420e1f1fb376a3d580616,"Van de onzekerheid en ydelheid der wetenschappen en konsten",Dutch,0,742,10,0,10,0,no,no,"",https://sourcelibrary.org/book/698420e1f1fb376a3d580616
6977413fd3c5725511424d63,"Bibliotheca mysticorum selecta",Latin,0,415,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6977413fd3c5725511424d63
6978ee37a87012956d883ad4,"Christosophia. Das ist der Weg zu Christo",German,0,568,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6978ee37a87012956d883ad4
69905c9caaa7f10ed4cfc654,"A History of the New Thought Movement",English,0,380,100,0,100,0,no,no,"",https://sourcelibrary.org/book/69905c9caaa7f10ed4cfc654
69907d89aee9f4aa58591e0e,"Lomash Samhita",Sanskrit,0,46,46,0,46,0,no,no,"",https://sourcelibrary.org/book/69907d89aee9f4aa58591e0e
6988a5a24dc12b4588052a2c,"Sanctorum; et martyrum Christi icones ... Der Heiligen ... Bildnussen",Latin-German,0,111,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6988a5a24dc12b4588052a2c
697d9c9b971fd6d8096654da,"Heydenweldt und irer Götter anfängcklicher Ursprung",German,0,878,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697d9c9b971fd6d8096654da
6990527b8d19cbc90d9d6242,"Opus Majus",Latin,0,530,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6990527b8d19cbc90d9d6242
6992ca1ad4d545ae73fed806,"Pelliot chinois 3594 (Dunhuang Star Chart)",Chinese,1,2,2,0,2,0,no,no,"",https://sourcelibrary.org/book/6992ca1ad4d545ae73fed806
6953ab5577f38f6761bd6daa,"Pal.lat.1329",Latin,0,370,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ab5577f38f6761bd6daa
695572cd220949ea67a596ae,"Life of Pythagoras (Iamblichus)",English,1,356,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695572cd220949ea67a596ae
696926a04fa3b04c6de8762e,"Theologia Platonica (editio princeps; 1482)",Unknown,1,657,10,0,10,0,no,no,"",https://sourcelibrary.org/book/696926a04fa3b04c6de8762e
695285f6ab34727b1f04c3d4,"Polygraphia et De Septem Secundeis",Latin,1,32,32,0,32,32,no,yes,"",https://sourcelibrary.org/book/695285f6ab34727b1f04c3d4
695595ec7bd6d2cd1d620aba,"Lectures de Potentia Restitutiva; or of Spring",English,0,59,59,0,59,0,no,no,"",https://sourcelibrary.org/book/695595ec7bd6d2cd1d620aba
69905abeaaa7f10ed4cfb1a5,"Opera Mathematica; Volumen Tertium",Latin,2,1230,99,0,99,0,no,no,"",https://sourcelibrary.org/book/69905abeaaa7f10ed4cfb1a5
69526359ab34727b1f046d5a,"Mutus Liber (The Silent Book)",Latin,0,100,45,0,45,0,no,no,"",https://sourcelibrary.org/book/69526359ab34727b1f046d5a
699065f2ef12272ffdc944cb,"The Works of Joseph Mede",English,0,1051,10,0,10,0,no,no,"",https://sourcelibrary.org/book/699065f2ef12272ffdc944cb
0a481175-492d-46c5-95b9-8042e7b6710a,"Cardano: De Subtilitate (1550)",Latin,1,414,414,0,414,414,no,yes,"",https://sourcelibrary.org/book/0a481175-492d-46c5-95b9-8042e7b6710a
6953ccb677f38f6761be3226,"Voynich Manuscript - An Elegant Enigma (NSA Analysis)",English,0,330,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ccb677f38f6761be3226
69793d7cdcf302c58a41a4c4,"Commentarii in mysticam theologiam S. Dionysii Areopagitae",Latin,0,430,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69793d7cdcf302c58a41a4c4
695435421479a63c1108b8f3,"Psychologia rationalis",Latin,0,718,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695435421479a63c1108b8f3
697e23c8071dd1199d62a132,"Cest lhystoire du sainct Greaal",French,0,675,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697e23c8071dd1199d62a132
6958e9ac538549809db82aee,"Ben cao gang mu (Compendium of Materia Medica) Vol. 7",Chinese,0,213,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6958e9ac538549809db82aee
6970e3689b09d309d780a280,"L'Alkaest ou le dissolvant universel de Van-Helmont. Liquor alkaest",French,0,272,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3689b09d309d780a280
697750b7b66c66fb54c69ce4,"Biblisch-historisches Licht und Recht",German,0,1603,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697750b7b66c66fb54c69ce4
69804b9019712623cff10899,"De klare proeve; van de ware kerck ofte gemeente Gods",Dutch,0,388,10,0,10,0,no,no,"",https://sourcelibrary.org/book/69804b9019712623cff10899
698255eff929d2810b62cdc2,"Mytho-hermetisches Archiv. Ein periodisches Werk",German,0,71,71,0,71,0,no,no,"",https://sourcelibrary.org/book/698255eff929d2810b62cdc2
697c8e11f81f9680d27f6349,"Fata chymica; in Beschreibung der wahren und falschen Chymie",German,0,554,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697c8e11f81f9680d27f6349
6992c8864f3a87912423006f,"三才圖會 (Sancai Tuhui) - Illustrated Encyclopedia of the Three Realms",Chinese,0,96,96,0,96,0,no,no,"",https://sourcelibrary.org/book/6992c8864f3a87912423006f
6974b642457dd8909910b9e5,"Opus de arcanis catholicae veritatis. De arte cabalistica",Latin,0,948,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6974b642457dd8909910b9e5
697e23ca56a65c90a0e5beba,"Les images ou tableaus de platte peinture de Philostrate Lemnien",French,0,1468,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697e23ca56a65c90a0e5beba
6970e3849b09d309d780a2da,"Antrum naturae et artis reclusum. Das ist: die geheimnus-volle eröffnete Höhle der Natur und der Kunst.[...]Samt voran gedruckter Missiv an die hocherleuchtete Brüderschafft des Ordens des göldenen und Rosen-Creutzes",German,0,905,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6970e3849b09d309d780a2da
6953ca1377f38f6761bdf477,"Shobogenzo: Treasure House of the Eye of True Teaching",Japanese,0,1606,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953ca1377f38f6761bdf477
6953e3b777f38f6761bedcf8,"Book Four - Magick",English,0,228,10,0,10,0,no,no,"",https://sourcelibrary.org/book/6953e3b777f38f6761bedcf8
6990540938e1fdee57b366e9,"Elementary Principles in Statistical Mechanics",English,0,240,100,0,100,0,no,no,"",https://sourcelibrary.org/book/6990540938e1fdee57b366e9
6992cd7d43713c66ea636c41,"武備志(十一)",Chinese,0,85,85,0,85,0,no,no,"",https://sourcelibrary.org/book/6992cd7d43713c66ea636c41
697a604ba24fc91936a91757,"De diis Germanis",Latin,0,849,10,0,10,0,no,no,"",https://sourcelibrary.org/book/697a604ba24fc91936a91757
6992ce83673ee1e40e320d58,"三才圖會(一百三)",Chinese,0,79,79,0,79,0,no,no,"",https://sourcelibrary.org/book/6992ce83673ee1e40e320d58
6988a59f89d9e7e535be96cc,"The revelation of revelations",English,0,158,158,0,158,0,no,no,"",https://sourcelibrary.org/book/6988a59f89d9e7e535be96cc
6992ce8e673ee1e40e32103c,"三才圖會(一百六)",Chinese,0,97,97,0,97,0,no,no,"",https://sourcelibrary.org/book/6992ce8e673ee1e40e32103c
6991e93135ed50020acc1458,"The Notebooks of Leonardo da Vinci",English,0,1272,1272,0,1272,0,no,no,"",https://sourcelibrary.org/book/6991e93135ed50020acc1458
699065973dc2ed39a49f1e71,"Bodleian Library MS. Bodl. Rolls 1",Latin,0,8,8,0,8,0,no,no,"",https://sourcelibrary.org/book/699065973dc2ed39a49f1e71
695910f9ecb01322b3068858,"Historia General y Natural de las Indias Vol. 2",Spanish,0,682,10,0,10,0,no,no,"",https://sourcelibrary.org/book/695910f9ecb01322b3068858
